date,result ranking,general classification,race name,distance,PCS point,UCI point
03.08 » 09.08,,,Tour de Pologne (2.UWT),,,
05.08,DNF,,Stage 3 - Chorzów › Zabrze,150.5,,
04.08,13,20,Stage 2 - Tarnowskie Góry › Katowice,152.7,,
03.08,26,30,Stage 1 - Kraków › Kraków,132.3,,
30.06,36,,National Championships Belgium - Road Race (NC),224,,
09.06 » 16.06,,,Critérium du Dauphiné (2.UWT),,,
,1,,Youth classification,,,
,16,,Mountains classification,,,
,29,,Points classification,,,
,12,,General classification,,55,60
16.06,12,,Stage 8 - Cluses › Champéry,113.5,,
15.06,10,16,Stage 7 - Saint-Genix-les-Villages › Pipay,133.5,1,
14.06,17,18,Stage 6 - Saint-Vulbas › Saint-Michel-de-Maurienne,229,,
13.06,15,22,Stage 5 - Boën-sur-Lignon › Voiron,201,,
12.06,31,22,Stage 4 (ITT) - Roanne › Roanne,26.1,,
11.06,10,23,Stage 3 - Le Puy-en-Velay › Riom,177,1,
10.06,24,25,Stage 2 - Mauriac › Craponne-sur-Arzon,180,,
09.06,27,27,Stage 1 - Aurillac › Jussac,142,,
28.05 » 02.06,,,Tour of Norway (2.HC),,,
,6,,Youth classification,,,
,3,,Mountains classification,,,
,29,,Points classification,,,
,21,,General classification,,6,5
02.06,11,,Stage 6 - Gran › Hønefoss,175.1,,
01.06,18,21,Stage 5 - Skien › Drammen,159.7,,
31.05,19,25,Stage 4 - Arendal › Sandefjord,224.4,,
30.05,16,20,Stage 3 - Lyngdal › Kristiansand,179.7,,
29.05,24,23,Stage 2 - Kvinesdal › Mandal,174,,
28.05,24,25,Stage 1 - Stavanger › Egersund,168.2,,
24.05 » 26.05,,,Hammer Stavanger (2.1),,,
,8,,General classification,,,4.29
24.05,2,,Stage 1 - Stavanger  › Stavanger ,85.6,5,1
28.04,27,,Liège-Bastogne-Liège (1.UWT),256,13,20
24.04,4,,La Flèche Wallonne (1.UWT),195,90,220
21.04,6,,Amstel Gold Race (1.UWT),265.7,70,175
17.04,5,,De Brabantse Pijl - La Flèche Brabançonne (1.HC),196.2,45,85
08.04 » 13.04,,,Itzulia Basque Country (2.UWT),,,
,8,,Youth classification,,,
,11,,Points classification,,,
,19,,General classification,,24,24
13.04,29,,Stage 6 - Eibar › Eibar,118.2,,
12.04,16,13,Stage 5 - Arrigorriaga › Arrate,149.8,,
11.04,10,14,Stage 4 - Vitoria-Gasteiz › Arrigorriaga,163.6,1,
10.04,56,18,Stage 3 - Sarriguren › Estibaliz,191.4,,
09.04,2,20,Stage 2 - Zumarraga › Gorraiz,149.5,30,20
08.04,42,42,Stage 1 (ITT) - Zumarraga › Zumarraga,11.3,,
25.03 » 31.03,,,Volta Ciclista a Catalunya (2.UWT),,,
,12,,Youth classification,,,
,44,,General classification,,5,8
31.03,19,,Stage 7 - Barcelona › Barcelona,143.1,,
30.03,33,59,Stage 6 - Valls › Vila-seca,169.1,,
29.03,9,63,Stage 5 - Puigcerdà › Sant Cugat del Vallès,188.1,2,
28.03,104,69,Stage 4 - Llanars (Vall de Camprodon) › La Molina (Alp),150.3,,
27.03,36,32,Stage 3 - Sant Feliu de Guixols › Vallter 2000 (Setcases),179,,
26.03,16,11,Stage 2 - Mataró › Sant Feliu de Guixols,166.7,,
25.03,14,16,Stage 1 - Calella › Calella,163.7,,
24.02 » 02.03,,,UAE Tour (2.UWT),,,
,6,,Youth classification,,,
,24,,General classification,,12,12
02.03,73,,Stage 7 - Dubai Safari Park › City Walk,145,,
01.03,16,24,Stage 6 - Ajman › Jebel Jais,180,,
28.02,62,31,Stage 5 - Flag Island › Khor Fakkan,181,,
27.02,22,31,Stage 4 - Palm Jumeirah › Hatta Dam,197,,
26.02,45,42,Stage 3 - UAE University › Jebel Hafeet,179,,
