date,result ranking,general classification,race name,distance,PCS point,UCI point,year
29.06,6,,National Championships Zimbabwe - Road Race (NC) ,150,1,,2013
29.06,6,,National Championships Zimbabwe - Road Race (NC) ,150,1,,2013
