date,result ranking,general classification,race name,distance,PCS point,UCI point
19.05 » 21.05,,,Vuelta a Castilla y Leon (2.1),,,
19.05,DNF,,Stage 1 - Aguilar de Campoo › Santibañez de la Peña,168,,
22.02 » 26.02,,,Volta ao Alentejo (2.1),,,
22.02,DNF,,Stage 1 - Portalegre › Castelo de Vide,158,,
28.09,DNF,,Milano-Torino (1.HC),186,,
22.09,DNF,,Coppa Sabatini - Gran Premio citta di Peccioli (1.1),195.9,,
20.09 » 21.09,,,Giro della Toscana - Memorial Alfredo Martini (2.1),,,
21.09,DNF,,Stage 2 - Montecatini Terme › Pontedera,185.3,,
20.09,118,118,Stage 1 - Arezzo › Montecatini Terme,174.7,,
11.09,DNF,,Grand Prix Cycliste de Montréal (1.UWT),205.7,,
09.09,DNF,,Grand Prix Cycliste de Quebec (1.UWT),201.6,,
18.01 » 24.01,,,Tour de San Luis (2.1),,,
22.01,DNF,,Stage 5 - Renca › Juana Koslay,168.7,,
21.01,58,53,Stage 4 - Terrazas del Portezuelo › Cerro El Amago,140,,
20.01,72,45,Stage 3 - Potrero de Los Funes › La Punta (Cabildo) ,131,,
19.01,32,6,Stage 2 - San Luis › Villa Mercedes,181.9,,
18.01,2,8,Stage 1 (TTT) - El Durazno › El Durazno,21,8,1.25
18.10,7,,Chrono des Nations (1.1),51.53,20,12
23.09,2,,World Championships - ITT (WC),53.5,190,70
20.09,3,,World Championships - TTT (WC),38.6,45,
25.08 » 28.08,,,Tour du Poitou Charentes (2.1),,,
,25,,Points classification,,,
,2,,General classification,,70,56
28.08,32,,Stage 5 - Gourge › Poitiers,197.8,,
27.08,1,2,Stage 4 (ITT) - Monts sur Guesnes › Loudun,23.2,20,16
27.08,43,43,Stage 3 - Monts sur Guesnes › Loudun,98.6,,
26.08,48,52,Stage 2 - Blanzac-Porcheresse › La Creche,194.7,,
25.08,53,55,Stage 1 - Rochefort › Barbezieux,187,,
10.08 » 16.08,,,Eneco Tour (2.UWT),,,
16.08,DNF,,Stage 7 - Sint-Pieters-Leeuw › Geraardsbergen,193.8,,
15.08,136,112,Stage 6 - Heerlen › Houffalize,198,,
14.08,137,106,Stage 5 - Riemst › Sittard-Geleen,179.6,,
13.08,3,3,Stage 4 (ITT) - Hoogerheide › Hoogerheide,13.9,18,2
12.08,104,125,Stage 3 - Beveren › Ardooie,171.9,,
11.08,118,140,Stage 2 - Breda › Breda,180,,
10.08,140,140,Stage 1 - Bolsward › Bolsward,183.5,,
04.07 » 26.07,,,Tour de France (2.UWT),,,
,101,,Points classification,,,
,107,,General classification,,25,
26.07,143,,Stage 21 - Sèvres › Paris,109.5,,
25.07,85,107,Stage 20 - Modane › l'Alpe d'Huez,110.5,,
24.07,77,109,Stage 19 - Saint-Jean-de-Maurienne › La Toussuire - Les Sybelles,138,,
23.07,126,109,Stage 18 - Gap › Saint-Jean-de-Maurienne,186.5,,
22.07,52,103,Stage 17 - Digne-Les-Bains › Pra-Loup,161,,
20.07,169,117,Stage 16 - Bourg-de-Péage › Gap,201,,
19.07,61,113,Stage 15 - Mende › Valence,183,,
18.07,111,118,Stage 14 - Rodez › Mende,178.5,,
17.07,52,117,Stage 13 - Muret › Rodez,198.5,,
16.07,109,131,Stage 12 - Lannemezan › Plateau de Beille,195,,
15.07,127,131,Stage 11 - Pau › Cauterets,188,,
14.07,126,121,Stage 10 - Tarbes › La Pierre-Saint-Martin,167,,
12.07,3,103,Stage 9 (TTT) - Vannes › Plumelec,28,12,
11.07,173,101,Stage 8 - Rennes › Mûr-de-bretagne,181.5,,
10.07,119,83,Stage 7 - Livarot › Fougères,190.5,,
09.07,161,83,Stage 6 - Abbeville › Le Havre,191.5,,
08.07,86,69,Stage 5 - Arras › Amiens,189.5,,
07.07,73,96,Stage 4 - Seraing › Cambrai,223.5,,
06.07,154,121,Stage 3 - Antwerpen › Huy,159.5,,
05.07,41,26,Stage 2 - Utrecht › Neeltje Jans,166,,
04.07,8,8,Stage 1 (ITT) - Utrecht › Utrecht,13.8,18,
24.06,1,,National Championships Italy - ITT (NC),36.2,15,8
13.06 » 21.06,,,Tour de Suisse (2.UWT),,,
,32,,Points classification,,,
,82,,General classification,,5,
21.06,4,,Stage 9 (ITT) - Bern › Bern,38.4,13,1
20.06,75,89,Stage 8 - Bern › Bern,152.5,,
19.06,131,100,Stage 7 - Biel/Bienne › Düdingen,164.6,,
18.06,102,79,Stage 6 - Wil › Biel/Bienne,193.1,,
17.06,77,79,Stage 5 - Unterterzen/Flumserberg › Sölden/Rettenbachgletscher,237.3,,
16.06,93,80,Stage 4 - Flims › Schwarzenbach,193.2,,
15.06,80,82,Stage 3 - Quinto › Olivone,117.3,,
14.06,93,83,Stage 2 - Risch-Rotkreuz › Risch-Rotkreuz,161.1,,
13.06,9,9,Prologue - Risch-Rotkreuz › Risch-Rotkreuz,5.1,2,
12.04,DNF,,Paris - Roubaix (1.UWT),253.5,,
07.04 » 10.04,,,Circuit Cycliste Sarthe - Pays de la Loire (2.1),,,
,26,,Points classification,,,
,3,,General classification,,50,32
10.04,26,,Stage 5 - Abbaye de l'Epau › Le Lude,178.5,,
09.04,17,2,Stage 4 - Angers › Pré-en-Pail,190.3,,
08.04,1,1,Stage 3 (ITT) - Angers › Angers,6.8,20,16
08.04,50,53,Stage 2 - Varades › Angers,83.9,,
07.04,56,58,Stage 1 - Sablé-sur-Sarthe › Varades,188.2,,
27.03,DNF,,E3 Harelbeke (1.UWT),215.3,,
25.03,84,,Dwars door Vlaanderen / A travers la Flandre (1.HC),200.2,,
22.03,90,,Milano-Sanremo (1.UWT),293,5,
11.03 » 17.03,,,Tirreno-Adriatico (2.UWT),,,
,8,,Points classification,,,
,65,,General classification,,5,
17.03,2,,Stage 7 (ITT) - San Benedetto del Tronto › San Benedetto del Tronto,10,30,4
16.03,51,67,Stage 6 - Rieti › Porto Sant'Elpidio,210,,
15.03,76,82,Stage 5 - Esanatoglia › Terminillo,196.9,,
14.03,92,79,Stage 4 - Indicatore › Castelraimondo,226,,
13.03,49,3,Stage 3 - Cascina › Arezzo,203,,
12.03,57,1,Stage 2 - Camaiore › Cascina,153,,
11.03,1,1,Prologue - Lido di Camaiore › Lido di Camaiore,5.4,50,6
18.02 » 22.02,,,Volta ao Algarve em Bicicleta (2.1),,,
,5,,Mountains classification,,,
,52,,General classification,,,
22.02,135,,Stage 5 - Almodôvar › Vilamoura,184.3,,
21.02,69,49,Stage 4 - Tavira › Malhão,215.7,,
20.02,2,16,Stage 3 (ITT) - Vila do Bispo › Cabo de São Vicente,19,12,11
19.02,62,51,Stage 2 - Lagoa › Monchique,197.2,,
18.02,43,44,Stage 1 - Lagos › Albufeira,166.7,,
04.02 » 07.02,,,Dubai Tour (2.HC),,,
,102,,General classification,,,
07.02,76,,Stage 4 - Dubai › Dubai,128,,
06.02,109,106,Stage 3 - Dubai › Hatta,205,,
05.02,98,93,Stage 2 - Dubai › Dubai,187,,
04.02,92,92,Stage 1 - Dubai › Dubai,145,,
19.01 » 25.01,,,Tour de San Luis (2.1),,,
,83,,General classification,,,
25.01,107,,Stage 7 - San Luis › San Luis,122.4,,
24.01,106,85,Stage 6 - Achiras › Filo Sierras Comechingones,117.5,,
23.01,1,77,Stage 5 (ITT) - San Luis › San Luis,17.4,20,16
22.01,96,90,Stage 4 - Villa Dolores › Alto El Amago,142.5,,
21.01,70,84,Stage 3 - Concarán › Juana Koslay,176.3,,
20.01,101,88,Stage 2 - La Punta › Mirador de Potrero,185.3,,
19.01,54,54,Stage 1 - San Luis › Villa Mercedes,186.8,,
01.10,DNF,,Milano-Torino (1.HC),193.5,,
24.09,6,,World Championships - ITT (WC),47.1,90,20
21.09,6,,World Championships - TTT (WC),57.12,,
23.08 » 14.09,,,Vuelta a España (2.UWT),,,
,30,,Mountains classification,,,
,29,,Points classification,,,
,114,,General classification,,20,
14.09,1,,Stage 21 (ITT) - Santiago de Compostela › Santiago de Compostela,9.7,80,16
13.09,134,116,Stage 20 - Santa Estevo de Ribas do Sil › Puerto de Ancares,185.7,,
12.09,144,117,Stage 19 - Salvaterra de Miño › Cangas de Morrazo,180.5,,
11.09,140,115,Stage 18 - A Estrada › Monte Castrove en Meis,157,,
10.09,81,116,Stage 17 - Ortigueira › A Coruña,190.7,,
08.09,63,120,Stage 16 - San Martín del Rey Aurelio › Lagos de Somiedo (La Farrapona),160.5,,
07.09,96,134,Stage 15 - Oviedo › Lagos de Covadonga,152.2,,
06.09,95,131,Stage 14 - Santander › La Camperona,200.8,,
05.09,97,139,Stage 13 - Belorado › Obregón (Parque de Cabárceno),188.7,,
04.09,84,148,Stage 12 - Logroño › Logroño,166.4,,
03.09,106,151,Stage 11 - Pamplona › Santuario de San Miguel de Aralar,153.4,,
02.09,24,157,Stage 10 (ITT) - Real Monasterio de Santa María de Veruela › Borja,36.7,,
31.08,155,164,Stage 9 - Carboneras de Guadazaón › Aramón Valdelinares,185,,
30.08,84,151,Stage 8 - Baeza › Albacete,207,,
29.08,87,155,Stage 7 - Alhendín › Alcaudete,169,,
28.08,121,184,Stage 6 - Benalmádena › La Zubia (Cumbres Verdes),167.1,,
27.08,123,184,Stage 5 - Priego de Córdoba › Ronda,180,,
26.08,191,182,Stage 4 - Mairena del Alcor (Sevilla) › Córdoba,164.7,,
25.08,179,179,Stage 3 - Cádiz › Arcos de la Frontera,197.8,,
24.08,164,105,Stage 2 - Algeciras › San Fernando,174.4,,
23.08,1,8,Stage 1 (TTT) - Jerez de la Frontera › Jerez de la Frontera,12.6,20,
03.08 » 09.08,,,Tour de Pologne (2.UWT),,,
,26,,Points classification,,,
,72,,General classification,,5,
09.08,2,,Stage 7 (ITT) - Kraków › Kraków,25,30,4
08.08,83,81,Stage 6 - BUKOVINA Terma Hotel Spa › Bukowina Tatrzańska,174,,
07.08,98,82,Stage 5 - Zakopane › Strbske Pleso (Svk),190,,
06.08,115,90,Stage 4 - Tarnów Gemini Park › Katowice,236,,
05.08,145,92,Stage 3 - Kielce › Rzeszów,174,,
04.08,73,94,Stage 2 - Toruń › Warszawa,226,,
03.08,106,107,Stage 1 - Gdańsk › Bydgoszcz,226,,
29.06,1,,National Championships Italy - ITT (NC),40.9,15,8
28.06,DNF,,National Championships Italy - Road Race (NC),220.5,,
20.06 » 22.06,,,La Route du Sud Cycliste - La Dépêche du Midi (2.1),,,
,6,,Points classification,,,
,66,,General classification,,,
22.06,1,,Stage 3 - Saint-Gaudens › Castres,179.4,20,16
21.06,66,66,Stage 2 - Bagnères de Bigorre › Val Louron,178.6,,
20.06,81,81,Stage 1 - Lectoure › Payolle / Campan,171.7,,
09.05 » 01.06,,,Giro d'Italia (2.UWT),,,
,121,,General classification,,20,
01.06,146,,Stage 21 - Gemona del Friuli › Trieste,172,,
31.05,118,118,Stage 20 - Maniago › Monte Zoncolan,167,,
30.05,94,117,Stage 19 (ITT) - Bassano de Grappa › Cima Grappa (Crespano del Grappa),26.8,,
29.05,127,120,Stage 18 - Belluno › Rif. Panarotta (Valsugana),171,,
28.05,119,116,Stage 17 - Sarnonico › Vittorio Veneto,208,,
27.05,100,112,Stage 16 - Ponte de Legno › Val Martello/Martelltal,139,,
25.05,123,118,Stage 15 - Valdengo › Plan di Montecampione,225,,
24.05,96,114,Stage 14 - Aglie › Oropa,164,,
23.05,135,123,Stage 13 - Fossano › Rivarolo Canavese,157,,
22.05,97,119,Stage 12 (ITT) - Barbaresco › Barolo,42.2,,
21.05,164,119,Stage 11 - Collecchio › Savona,249,,
20.05,52,116,Stage 10 - Modena › Salsomaggiore Terme,173,,
18.05,91,122,Stage 9 - Lugo › Sestola (Passo del Lupo),172,,
17.05,99,129,Stage 8 - Foligno › Montecopiolo,179,,
16.05,102,136,Stage 7 - Frosinone › Foligno,211,,
15.05,158,142,Stage 6 - Sassano › Montecassino,257,,
14.05,135,123,Stage 5 - Taranto › Viggiano,203,,
13.05,179,110,Stage 4 - Giovinazzo › Bari,112,,
11.05,116,61,Stage 3 - Armagh › Dublin,187,,
10.05,40,58,Stage 2 - Belfast › Belfast,219,,
09.05,8,55,Stage 1 (TTT) - Belfast › Belfast,21.7,,
22.04 » 25.04,,,Giro del Trentino (2.HC),,,
,75,,General classification,,,
25.04,82,,Stage 4 - Val Daone › Monte Bondone,175,,
24.04,65,64,Stage 3 - Mori › Roncone,184.4,,
23.04,79,74,Stage 2 - Limone sul Garda › San Giacomo di Brentonico,164.5,,
22.04,4,24,Stage 1 (TTT) - Riva del Garda › Arco,13.4,6,1.4
12.03 » 18.03,,,Tirreno-Adriatico (2.UWT),,,
,9,,Points classification,,,
,84,,General classification,,5,
18.03,1,,Stage 7 (ITT) - San Benedetto del Tronto › San Benedetto del Tronto,9.1,50,6
17.03,98,88,Stage 6 - Bucchianico › Porto Sant'Elpidio,189,,
16.03,119,93,Stage 5 - Amatrice › Guardiagrele,192,,
15.03,80,75,Stage 4 - Indicatore (Arezzo) › Cittareale (Selva Rotonda),244,,
14.03,98,57,Stage 3 - Cascina › Arezzo,210,,
13.03,45,17,Stage 2 - San Vincenzo › Cascina,166,,
12.03,3,16,Stage 1 (TTT) - Donoratico › San Vincenzo,18.5,12,
19.02 » 23.02,,,Volta ao Algarve (2.1),,,
,16,,General classification,,5,
23.02,77,,Stage 5 - Tavira › Vilamoura,155.8,,
22.02,20,16,Stage 4 - Almodôvar › Alto do Malhão,164.5,,
21.02,2,12,Stage 3 (ITT) - Vila do Bispo › Sagres,13.6,12,11
20.02,17,17,Stage 2 - Lagoa › Monchique,196,,
19.02,46,48,Stage 1 - Faro › Albufeira,160,,
05.02 » 08.02,,,Dubai Tour (2.1),,,
,26,,Points classification,,,
,7,,General classification,,20,12
