id Avg 1D XGBoost LightGBM NN LSTM
3.970000000000000000e+02 9.076243788365478959e-02 1.171094066036018067e-01 8.067432544962997720e-02 8.811788255835452388e-02 4.837747290730476379e-02 4.782500118017196655e-02
3.980000000000000000e+02 6.820644520384783194e-02 6.815289375974709074e-02 5.904173681465321039e-02 6.564937737193310419e-02 6.799235939979553223e-02 6.748230755329132080e-02
7.710000000000000000e+02 3.801802647495707704e-02 5.146364079703360378e-02 3.650888299345107085e-02 3.837473920145960393e-02 3.805534541606903076e-02 3.781891986727714539e-02
3.300000000000000000e+01 7.272796967352644637e-02 7.306028154696329879e-02 4.507952494830545775e-02 7.467717282341199136e-02 4.382425919175148010e-02 4.374685883522033691e-02
1.915000000000000000e+03 5.608087437484780141e-02 1.120194265084947932e-01 4.903357055264045278e-02 5.626318759264291314e-02 5.112755671143531799e-02 5.101839452981948853e-02
1.535000000000000000e+03 7.938354446698987765e-02 8.201671254081641105e-02 1.087380456584255001e-01 8.034414324649354067e-02 7.812795788049697876e-02 7.812666147947311401e-02
7.760000000000000000e+02 1.048269772385051063e-01 1.947332346551186588e-01 8.843811536374894533e-02 1.099312048412699194e-01 7.781952619552612305e-02 7.772305607795715332e-02
4.030000000000000000e+02 8.552177225056688259e-02 8.511337423486795006e-02 5.104517434287682287e-02 8.552177172268225769e-02 8.571473509073257446e-02 8.492546528577804565e-02
3.400000000000000000e+01 6.125207224355147528e-02 3.860341406379031587e-02 4.470839691615809824e-02 6.125207179774064953e-02 3.381659463047981262e-02 5.272388830780982971e-02
3.500000000000000000e+01 1.252437064086721896e-01 1.531858059356659973e-01 7.662634017774384854e-02 1.277343485416949365e-01 8.844304084777832031e-02 8.948629349470138550e-02
1.148000000000000000e+03 3.825947504746605304e-02 3.710372952462272222e-02 5.783141553089425624e-02 3.891474375279167092e-02 3.827969357371330261e-02 3.803491592407226562e-02
3.600000000000000000e+01 8.034951425904422739e-02 1.108943094278543734e-01 9.206700705356594960e-02 8.034951428839628984e-02 7.838344573974609375e-02 7.498524338006973267e-02
1.917000000000000000e+03 5.413117045417761147e-02 7.284992962115664772e-02 4.566004951275999535e-02 5.710958786604928422e-02 4.049228876829147339e-02 4.047979414463043213e-02
4.050000000000000000e+02 9.431221472066256273e-02 1.210016297276216013e-01 9.829231141789683546e-02 9.118679338165162906e-02 8.647250384092330933e-02 8.643139153718948364e-02
3.800000000000000000e+01 5.625059667618901443e-02 5.583153816826484650e-02 6.146711702952600831e-02 5.583012962417856911e-02 4.777503013610839844e-02 4.722061380743980408e-02
1.537000000000000000e+03 5.714485177976664360e-02 6.055692183722310995e-02 5.192780459434749585e-02 5.884616250596919063e-02 4.691341891884803772e-02 4.691335186362266541e-02
1.149000000000000000e+03 3.612761650446653927e-02 3.747094370664658114e-02 4.093630149012623259e-02 3.678509409068672631e-02 3.609492629766464233e-02 3.599565476179122925e-02
1.539000000000000000e+03 8.382087650909661458e-02 8.398199001276814013e-02 9.857665762555758993e-02 8.361451680209759652e-02 8.186615258455276489e-02 8.214766532182693481e-02
1.918000000000000000e+03 1.015611728962070998e-01 9.743209464704453981e-02 1.065105041645818956e-01 1.022235006024751341e-01 9.446125477552413940e-02 9.452235698699951172e-02
4.060000000000000000e+02 5.437275580348108900e-02 5.393703384170654702e-02 6.415196823553652450e-02 5.617131224585782123e-02 5.439296737313270569e-02 5.413540825247764587e-02
1.154000000000000000e+03 1.399357390919866995e-01 1.403316618813048589e-01 1.040925389364533021e-01 1.406366712517398421e-01 1.160437241196632385e-01 1.166481152176856995e-01
1.919000000000000000e+03 9.080674516753967085e-02 8.615474322399035989e-02 8.048916559202730359e-02 9.110165181272099344e-02 8.414254337549209595e-02 7.813195139169692993e-02
7.770000000000000000e+02 6.336726457410062074e-02 6.400209620995116200e-02 7.580157380309716919e-02 6.309829974115183093e-02 6.336741149425506592e-02 6.324142962694168091e-02
4.100000000000000000e+01 6.895770546962326497e-02 6.897029176671408413e-02 7.929403171934529260e-02 6.966129170137144722e-02 6.895997375249862671e-02 6.884498894214630127e-02
1.155000000000000000e+03 6.303960269778738357e-02 6.627578304406629706e-02 6.751152429689757928e-02 6.162656733438123119e-02 6.122360378503799438e-02 6.136429682374000549e-02
1.541000000000000000e+03 5.648374757625778536e-02 6.936223988874412605e-02 5.438691788571855396e-02 5.736218847491893202e-02 4.995304346084594727e-02 4.973920434713363647e-02
1.156000000000000000e+03 8.407339438190446212e-02 8.225861459036652723e-02 7.436728922028834621e-02 8.184192112535972063e-02 7.672420889139175415e-02 7.560500502586364746e-02
4.200000000000000000e+01 7.068363476355392361e-02 7.300096164410485589e-02 9.493079330985954023e-02 7.068363473395371244e-02 7.069375365972518921e-02 6.832118332386016846e-02
1.920000000000000000e+03 6.617872722786853623e-02 6.356150957129226564e-02 4.596451964117924394e-02 6.850653459700899173e-02 6.260468065738677979e-02 6.234004348516464233e-02
7.790000000000000000e+02 5.855171813978599094e-02 6.837844627455610946e-02 9.935758297836053132e-02 5.894478553447110580e-02 5.760035663843154907e-02 5.748571082949638367e-02
1.157000000000000000e+03 6.920288629437504335e-02 7.979158071086689397e-02 6.262429127392646344e-02 6.950450470413470361e-02 6.036408245563507080e-02 6.054695695638656616e-02
4.080000000000000000e+02 5.879882972586767537e-02 6.923315413356512238e-02 4.135365213596704781e-02 6.243874731343847240e-02 5.823001638054847717e-02 5.823459103703498840e-02
4.300000000000000000e+01 1.680886017508475549e-01 1.634535295488023510e-01 9.274486497343496783e-02 1.680886022406420932e-01 9.140162914991378784e-02 8.190453797578811646e-02
1.921000000000000000e+03 9.225041626395270866e-02 9.225431851167494035e-02 8.182924065712714190e-02 9.225041667093149267e-02 7.150126993656158447e-02 7.975113391876220703e-02
7.810000000000000000e+02 1.408143648860509800e-01 1.255469058932634774e-01 1.155589676723164372e-01 1.399277507027184286e-01 1.302194297313690186e-01 1.318715810775756836e-01
1.542000000000000000e+03 6.996602175965108139e-02 9.128489725229735341e-02 5.277707770411236426e-02 7.036763496942095852e-02 5.356310307979583740e-02 5.353044718503952026e-02
4.090000000000000000e+02 5.854955528843334978e-02 5.839007122481862377e-02 6.027622211590536599e-02 5.947903929368558718e-02 5.449211224913597107e-02 5.477119609713554382e-02
7.840000000000000000e+02 8.531319699381666177e-02 1.351078632443089844e-01 8.031582009020292456e-02 8.531319696466466151e-02 8.257868885993957520e-02 7.079643011093139648e-02
1.925000000000000000e+03 5.526386447491989790e-02 4.529254189280346871e-02 5.224581071437836566e-02 5.368285989164759547e-02 3.867971897125244141e-02 3.668940067291259766e-02
1.543000000000000000e+03 9.174001279714243118e-02 1.544805891135280496e-01 4.465663253401204458e-02 9.711176161758404424e-02 4.860730841755867004e-02 4.595711454749107361e-02
1.927000000000000000e+03 1.485009805849323294e-01 1.419154117289871397e-01 8.511026607346448836e-02 1.485009818315297381e-01 1.292779445648193359e-01 1.267625838518142700e-01
1.545000000000000000e+03 1.709082594825962198e-01 1.789756221260852542e-01 1.073043673801972325e-01 1.709082631157046450e-01 1.568719297647476196e-01 1.491018086671829224e-01
1.158000000000000000e+03 7.391456170703575301e-02 8.784815244880658791e-02 8.092564824002361490e-02 7.279517744875756147e-02 7.397509366273880005e-02 7.370958477258682251e-02
7.850000000000000000e+02 6.907454109490181182e-02 9.064446896566857870e-02 7.428830431159301473e-02 6.752743058984667091e-02 6.874534487724304199e-02 6.867585331201553345e-02
1.928000000000000000e+03 6.461778305400230071e-02 8.586798533013718926e-02 6.642837035407506141e-02 6.540928392577399775e-02 5.335604771971702576e-02 5.341775715351104736e-02
1.930000000000000000e+03 1.003406771384471874e-01 1.001927382840544084e-01 6.952023167742618637e-02 9.440755931050569261e-02 9.623964875936508179e-02 9.581622481346130371e-02
4.600000000000000000e+01 4.225725108747308695e-02 3.654256917447613190e-02 5.079446888036721203e-02 4.044214598827076262e-02 4.185671731829643250e-02 4.171920195221900940e-02
1.160000000000000000e+03 9.026818663998614767e-02 9.954454553217936819e-02 1.127712962818985670e-01 9.026818621523946540e-02 9.039184451103210449e-02 8.232167363166809082e-02
4.110000000000000000e+02 7.245972031180433759e-02 1.115456146872009224e-01 7.853568844702310536e-02 7.274733692789729644e-02 7.188022136688232422e-02 7.187328487634658813e-02
1.547000000000000000e+03 7.328805990482287203e-02 7.020002852108483959e-02 7.201520590318044590e-02 7.374566901909876404e-02 7.328189909458160400e-02 7.267431169748306274e-02
1.161000000000000000e+03 6.560798527813314907e-02 6.713205725958056036e-02 6.733914450633959881e-02 6.598403359211815755e-02 6.196205317974090576e-02 5.287902057170867920e-02
1.931000000000000000e+03 8.310626262509140938e-02 1.477698652832274417e-01 8.539546945510793907e-02 8.720246020597209602e-02 7.819893211126327515e-02 7.721941173076629639e-02
1.932000000000000000e+03 8.601969195826537906e-02 8.705029219939379448e-02 1.118767375341563897e-01 8.466907593159651857e-02 8.536341786384582520e-02 8.262093365192413330e-02
4.120000000000000000e+02 9.825574900116319788e-02 1.239360401120574162e-01 8.868399698159021294e-02 9.841341563475798637e-02 8.585738390684127808e-02 8.575743436813354492e-02
1.933000000000000000e+03 2.108262898074889091e-01 5.661226764703810588e-01 2.006400370422930235e-01 2.108262897770888933e-01 1.967545598745346069e-01 1.839265376329421997e-01
1.548000000000000000e+03 6.512572776461030000e-02 8.686046671668497254e-02 7.326238684633094855e-02 6.301519331726110340e-02 6.525407731533050537e-02 6.257867813110351562e-02
7.880000000000000000e+02 8.263159403358585897e-02 1.138058227599859362e-01 6.104069736710088928e-02 8.343237765432544306e-02 5.858588591217994690e-02 5.858403816819190979e-02
4.130000000000000000e+02 1.070645769165571443e-01 8.080369232964865200e-02 1.309712217875025064e-01 1.060913165744538228e-01 1.045490428805351257e-01 1.044680699706077576e-01
7.890000000000000000e+02 1.064957748603583970e-01 1.097056417361376018e-01 1.062236581309027039e-01 1.057483451175170869e-01 9.834053367376327515e-02 9.644196182489395142e-02
4.160000000000000000e+02 7.057155214206498051e-02 1.127077985083533018e-01 6.309357234822159100e-02 6.966400242948009303e-02 6.173700839281082153e-02 6.815210729837417603e-02
1.936000000000000000e+03 8.569611125222274806e-02 1.792198368690539612e-01 1.140536133154904652e-01 9.134670671395547781e-02 8.570674806833267212e-02 8.405610173940658569e-02
1.550000000000000000e+03 9.549188893282208046e-02 1.332385541543415763e-01 1.023392736980123230e-01 9.549188903462872691e-02 9.554827213287353516e-02 9.402819722890853882e-02
7.920000000000000000e+02 9.413476111251153911e-02 1.073143035405379891e-01 6.433811497039323979e-02 9.519518633490056669e-02 6.391751766204833984e-02 6.430623680353164673e-02
4.170000000000000000e+02 7.066929263197861688e-02 7.346035801469696924e-02 9.469273523376786628e-02 7.129071211931031771e-02 6.585180014371871948e-02 6.503382325172424316e-02
1.163000000000000000e+03 9.564459583355079675e-02 1.127798830030417032e-01 7.697171610814557141e-02 9.696156982231725341e-02 7.739867269992828369e-02 7.740054279565811157e-02
4.190000000000000000e+02 8.478508831826363223e-02 1.914176702053549672e-01 8.887954170733845805e-02 8.478508485456710819e-02 5.766721814870834351e-02 5.256818234920501709e-02
7.930000000000000000e+02 5.697510871217000006e-02 5.838840103291568356e-02 6.498789607148383607e-02 5.645573035127043199e-02 5.642376840114593506e-02 5.650167167186737061e-02
4.200000000000000000e+02 6.042133277174901312e-02 1.329217670480745128e-01 5.754494037026084557e-02 6.042133292945683215e-02 5.237256735563278198e-02 5.167895928025245667e-02
1.552000000000000000e+03 1.135253061130748337e-01 1.000315333512677429e-01 9.684735685084894241e-02 1.114467053696424348e-01 1.136095598340034485e-01 1.133331954479217529e-01
1.164000000000000000e+03 1.365034521587583649e-01 1.410262155153384211e-01 1.041910282715530350e-01 1.365034529948424558e-01 1.366800516843795776e-01 1.321363747119903564e-01
4.800000000000000000e+01 8.312852138066383068e-02 8.313861792139067008e-02 9.563885388971886392e-02 8.292835775600099213e-02 8.313405513763427734e-02 8.289078623056411743e-02
1.165000000000000000e+03 5.361317753399053032e-02 5.364879204673091845e-02 7.683371087427376400e-02 5.295812593534245799e-02 5.360739305615425110e-02 5.294001102447509766e-02
4.210000000000000000e+02 1.199807301864680431e-01 2.914198526748847384e-01 1.362744334352300746e-01 1.199807296511815197e-01 1.202087625861167908e-01 1.176954507827758789e-01
4.900000000000000000e+01 1.467553403937332523e-01 3.204462691441172795e-01 1.101352322413959861e-01 1.467553404485211488e-01 1.523060649633407593e-01 1.416689157485961914e-01
1.168000000000000000e+03 1.069367758637465027e-01 9.969783669292908712e-02 8.792571456254127948e-02 1.069367755745345150e-01 1.029471382498741150e-01 9.907671064138412476e-02
4.220000000000000000e+02 8.100123199913572547e-02 8.041217074814008270e-02 8.298321739288094800e-02 8.100123175825260646e-02 7.333842664957046509e-02 7.382684946060180664e-02
1.169000000000000000e+03 8.329800235872940328e-02 9.648310801358929434e-02 6.728362505226431756e-02 8.276215833374787889e-02 7.998809963464736938e-02 7.324799895286560059e-02
1.937000000000000000e+03 6.780928138696880325e-02 6.775631440291328411e-02 5.856462821067815600e-02 6.566132306919597594e-02 6.337657570838928223e-02 6.337589770555496216e-02
1.171000000000000000e+03 9.034232797632196776e-02 8.533879658493419285e-02 1.089750226369514824e-01 8.849936027947551132e-02 8.673156797885894775e-02 8.317395299673080444e-02
5.200000000000000000e+01 6.238659511233181354e-02 8.825956020946899849e-02 5.960975122437494472e-02 6.463405759909529591e-02 5.927346646785736084e-02 5.881336331367492676e-02
