id Avg 1D XGBoost LightGBM NN LSTM
2.377000000000000000e+03 5.456042772414187308e-02 7.074034988486646580e-02 5.359649450667344078e-02 5.851719719230543543e-02 4.873038455843925476e-02 4.830180481076240540e-02
3.841000000000000000e+03 1.120788045052444754e-01 1.909053176601969715e-01 1.007252105266796260e-01 1.021291205399807583e-01 5.673523619771003723e-02 5.835726484656333923e-02
4.238000000000000000e+03 1.289036398367013336e-01 1.359507220453198828e-01 8.202347233251669478e-02 1.248702313424414623e-01 8.498938381671905518e-02 8.509294688701629639e-02
3.507000000000000000e+03 1.293711443788932991e-01 1.646102165929821670e-01 9.372391899198773135e-02 1.341269606890633237e-01 9.055779874324798584e-02 8.947380632162094116e-02
2.380000000000000000e+03 9.794599076836943419e-02 8.090367082842070401e-02 1.092883366870529283e-01 9.794599086004100730e-02 9.519571810960769653e-02 9.587211906909942627e-02
2.743000000000000000e+03 6.794307818792935660e-02 6.986435048925405955e-02 7.223926073947159465e-02 6.626255907864460337e-02 5.480026453733444214e-02 5.479357019066810608e-02
4.239000000000000000e+03 3.929998249800941562e-02 6.740599184144070721e-02 4.532478169006499968e-02 3.791660180060843488e-02 5.572914332151412964e-02 3.871914371848106384e-02
3.842000000000000000e+03 6.737103174603177591e-02 2.358887313677300590e-01 5.835565469402446970e-02 6.737103198559388217e-02 6.757596880197525024e-02 6.253925710916519165e-02
2.744000000000000000e+03 7.952243882104757799e-02 7.949596593633309616e-02 9.590569412660557291e-02 7.732578011427959641e-02 7.906112819910049438e-02 7.851950824260711670e-02
3.508000000000000000e+03 1.314460003198600069e-01 1.619136948600908288e-01 1.280718310918479708e-01 1.314460018695697285e-01 1.317538619041442871e-01 1.310446858406066895e-01
2.381000000000000000e+03 8.885349757690499950e-02 9.526316717199148632e-02 5.929537616608616252e-02 8.391565313221198419e-02 6.034232303500175476e-02 6.033702194690704346e-02
2.747000000000000000e+03 7.350081593377739975e-02 7.367334811381825999e-02 7.815541411060519805e-02 7.234380963192205138e-02 7.336289435625076294e-02 7.299274206161499023e-02
3.122000000000000000e+03 8.170491555173475806e-02 8.094238394792982461e-02 8.889977060364867567e-02 8.119067263447639349e-02 8.170802146196365356e-02 7.982836663722991943e-02
2.748000000000000000e+03 6.830318525462508727e-02 6.843770500220243413e-02 7.466978027637427573e-02 6.828056483301904456e-02 6.598754972219467163e-02 6.223457679152488708e-02
2.750000000000000000e+03 1.019555097433277602e-01 1.391798502952629191e-01 1.252149633416137775e-01 1.019555097473204691e-01 1.020123288035392761e-01 1.012914404273033142e-01
2.384000000000000000e+03 3.521965761080050883e-02 3.582636187015897367e-02 5.184331111125056735e-02 3.503539856717029916e-02 3.349066153168678284e-02 3.353388980031013489e-02
2.752000000000000000e+03 5.566528726600149940e-02 3.999651117058584948e-02 5.175691493030039336e-02 5.215692445432061619e-02 4.656787589192390442e-02 4.656518623232841492e-02
3.843000000000000000e+03 8.672068998572059206e-02 8.834984680996231521e-02 5.411592512373910452e-02 8.577936247429723826e-02 5.303777754306793213e-02 5.303808301687240601e-02
2.753000000000000000e+03 1.066806176544672774e-01 1.166521218500453233e-01 1.194154956896192610e-01 1.090294163730365362e-01 1.008687838912010193e-01 9.933992475271224976e-02
4.241000000000000000e+03 6.977232832209344371e-02 7.021239614739081814e-02 6.070495021611929665e-02 6.939196943968854725e-02 5.381539463996887207e-02 5.380527302622795105e-02
3.844000000000000000e+03 7.774734448024203659e-02 6.067090552782540558e-02 7.513429009869794506e-02 7.774734448024203659e-02 6.637763977050781250e-02 5.922908335924148560e-02
2.754000000000000000e+03 1.500828123042637074e-01 2.018738619339009444e-01 7.665788909715129384e-02 1.500828122206989412e-01 1.132298707962036133e-01 1.016364321112632751e-01
4.242000000000000000e+03 9.796614685935840783e-02 3.031770218579677434e-01 9.190196128305232193e-02 1.021250570198544844e-01 9.047295153141021729e-02 8.171032369136810303e-02
2.755000000000000000e+03 7.961267361111111496e-02 8.278162285769553874e-02 6.332477030147835861e-02 7.961267315809512912e-02 6.676293909549713135e-02 7.078360766172409058e-02
3.510000000000000000e+03 5.011461924953234531e-02 5.074604759532876097e-02 5.642112259126169649e-02 5.044782861175659688e-02 4.722926765680313110e-02 4.724697396159172058e-02
3.850000000000000000e+03 1.008275881716421962e-01 1.110582787829333118e-01 1.082876041127277533e-01 1.018112786426026428e-01 1.003329977393150330e-01 9.875275939702987671e-02
2.756000000000000000e+03 1.484995123279377605e-01 1.171592944280122062e-01 1.390251905959282719e-01 1.443162816452132624e-01 1.141756102442741394e-01 1.254276782274246216e-01
2.757000000000000000e+03 1.283058556172097797e-01 1.963956311086076933e-01 1.252381789291585890e-01 1.283058539302243950e-01 5.761163681745529175e-02 5.652539804577827454e-02
3.123000000000000000e+03 6.274059975379653320e-02 6.303407014707228251e-02 7.914803641512736798e-02 6.185653218556522170e-02 6.274071335792541504e-02 6.266164779663085938e-02
2.760000000000000000e+03 6.586787251944591082e-02 7.000968889150294139e-02 6.285088192403091856e-02 6.741039185444995530e-02 6.530920416116714478e-02 6.345625966787338257e-02
2.385000000000000000e+03 7.376903389943398337e-02 7.353572442547924581e-02 1.087870309678415498e-01 7.370145085861178058e-02 7.377082854509353638e-02 7.375708222389221191e-02
3.511000000000000000e+03 9.954942234634199527e-02 9.737819186601882893e-02 9.079064904069811259e-02 9.937794786796223800e-02 9.874127060174942017e-02 9.863899648189544678e-02
2.763000000000000000e+03 6.644057916135204245e-02 6.552018443153760641e-02 5.861635680552434308e-02 6.613499561604851973e-02 4.947327449917793274e-02 4.550803825259208679e-02
3.512000000000000000e+03 8.865055468865984389e-02 1.040137185587404756e-01 1.076922297630820424e-01 9.603840474604090349e-02 8.583568781614303589e-02 8.060292899608612061e-02
2.386000000000000000e+03 5.868881492405945977e-02 6.523310979739277427e-02 7.296582940818047147e-02 5.868881486381886947e-02 5.871338024735450745e-02 5.603788048028945923e-02
3.124000000000000000e+03 4.829500410850955106e-02 8.211224300544524290e-02 1.036996879439871788e-01 5.290914435165396806e-02 4.831258207559585571e-02 4.777484387159347534e-02
3.513000000000000000e+03 1.180311413820645389e-01 1.888820288124263280e-01 8.909883871015394918e-02 1.270929113031114277e-01 4.021916538476943970e-02 4.011481255292892456e-02
3.127000000000000000e+03 1.235919670004970439e-01 1.292640429096029719e-01 8.453564231938591467e-02 1.259236153503045519e-01 1.110136061906814575e-01 1.174337863922119141e-01
2.387000000000000000e+03 6.425939276397087119e-02 7.359929809416548840e-02 1.011480810205445530e-01 6.584095282461328857e-02 6.199685856699943542e-02 6.147976964712142944e-02
3.852000000000000000e+03 5.032825860374880167e-02 5.144471854499313435e-02 4.892988656021437371e-02 4.872243699376815201e-02 5.023894086480140686e-02 5.028162151575088501e-02
3.514000000000000000e+03 9.201430711324273815e-02 1.569096259299592733e-01 6.496611494082256411e-02 9.201430683516599596e-02 9.253079444169998169e-02 8.771605044603347778e-02
3.129000000000000000e+03 6.496497873526568823e-02 6.570066890421076555e-02 6.528806840045399407e-02 6.427562864347365068e-02 6.493430584669113159e-02 6.257561594247817993e-02
4.243000000000000000e+03 6.849695307782086018e-02 9.782820713649512112e-02 8.331381831611540945e-02 6.962107629204170034e-02 6.855522841215133667e-02 6.846790760755538940e-02
3.853000000000000000e+03 7.233458021362976220e-02 9.311137713177235209e-02 8.772337565942874005e-02 7.130409530452239131e-02 7.225990295410156250e-02 7.175040245056152344e-02
3.132000000000000000e+03 3.940085769977815650e-02 4.262868510278192830e-02 4.748333101219823910e-02 3.916333696920878266e-02 3.900999203324317932e-02 3.652916848659515381e-02
2.764000000000000000e+03 5.540631211495509328e-02 6.506045717582988053e-02 5.201928926447105250e-02 5.841603286180892946e-02 4.927520826458930969e-02 4.927337169647216797e-02
3.516000000000000000e+03 7.319096391385890299e-02 7.235799033458797935e-02 5.739937228940657915e-02 7.274647006132493876e-02 7.159661501646041870e-02 7.102356851100921631e-02
2.391000000000000000e+03 9.466166021407387832e-02 9.441972392424710647e-02 9.089289670379924191e-02 8.921448021735844947e-02 8.148551732301712036e-02 8.155998587608337402e-02
3.855000000000000000e+03 8.853226815621827173e-02 9.302173109140507434e-02 1.013311787865792679e-01 9.035055055020287107e-02 8.171156793832778931e-02 8.151593804359436035e-02
3.134000000000000000e+03 1.789133756818036824e-01 2.261660662607071492e-01 9.050683417710632395e-02 1.799220567279448124e-01 9.633825719356536865e-02 9.800445288419723511e-02
3.857000000000000000e+03 1.178340060608587259e-01 1.164111877561904845e-01 1.010261929524636920e-01 1.167035425845490970e-01 8.347745984792709351e-02 8.366182446479797363e-02
4.248000000000000000e+03 7.643200617023669652e-02 7.729370366134595549e-02 7.317136612747691948e-02 7.733786055206459675e-02 7.645658403635025024e-02 7.597218453884124756e-02
3.517000000000000000e+03 5.822565610522365681e-02 8.787782880198349855e-02 6.628864777136089792e-02 6.024134047507175016e-02 5.825250968337059021e-02 5.575345456600189209e-02
4.253000000000000000e+03 7.898982576560301117e-02 9.679827718060618480e-02 7.329745573998566743e-02 7.510653686993715161e-02 6.887873262166976929e-02 6.868416070938110352e-02
3.518000000000000000e+03 4.885281028381087409e-02 4.322346083553493118e-02 4.761817190253436055e-02 4.986391996481449873e-02 4.839131981134414673e-02 4.806377366185188293e-02
3.136000000000000000e+03 8.503340714329821193e-02 8.591583013935953639e-02 6.817318468138100496e-02 8.457440865792721640e-02 6.527161598205566406e-02 6.519986689090728760e-02
3.139000000000000000e+03 1.135787616803387023e-01 1.173558263247022476e-01 1.136120112967798218e-01 1.135787620822469451e-01 1.146691292524337769e-01 1.030973494052886963e-01
2.392000000000000000e+03 8.072512559916537878e-02 8.063653458361126625e-02 5.615006878119065126e-02 7.952349476121249594e-02 6.353620439767837524e-02 6.353713572025299072e-02
3.860000000000000000e+03 6.119158512370643371e-02 6.177527573783068993e-02 8.372212251956590023e-02 6.137201490651298524e-02 6.008339673280715942e-02 5.989801138639450073e-02
3.523000000000000000e+03 8.698643495775498780e-02 9.097935754293370869e-02 6.264752483738646183e-02 7.984423792823183708e-02 6.224413216114044189e-02 6.218412518501281738e-02
2.765000000000000000e+03 6.829550397789475868e-02 7.140809647201470933e-02 6.696444491442514468e-02 6.866846167553164459e-02 6.833840906620025635e-02 6.822867691516876221e-02
3.140000000000000000e+03 8.999959376110670817e-02 9.007610890468810416e-02 7.793550471768317944e-02 8.708839928143929932e-02 7.959996163845062256e-02 7.947046309709548950e-02
2.393000000000000000e+03 9.712948716439820385e-02 1.395144366139353387e-01 1.100181204586573869e-01 9.712948970150524219e-02 1.113510802388191223e-01 9.058751910924911499e-02
3.862000000000000000e+03 8.086295628987265338e-02 1.267223766102766880e-01 8.145986436141960940e-02 8.086295617718722295e-02 7.989212125539779663e-02 7.260043174028396606e-02
3.524000000000000000e+03 6.919641453436557732e-02 7.053809339594685479e-02 7.066504067535581135e-02 6.903042330755598810e-02 6.247202306985855103e-02 6.171752139925956726e-02
2.395000000000000000e+03 1.372350392127447694e-01 1.317828130801046715e-01 9.890437073427618686e-02 1.345598196192448748e-01 9.587783366441726685e-02 9.702856093645095825e-02
3.525000000000000000e+03 1.293277587569578446e-01 2.410251031943956845e-01 7.213388208175131044e-02 1.425986738904888029e-01 1.142941266298294067e-01 1.135364025831222534e-01
3.863000000000000000e+03 1.418546358755578829e-01 1.638176457465285729e-01 9.569959739477632010e-02 1.422343816750437639e-01 1.327673345804214478e-01 1.418141424655914307e-01
4.255000000000000000e+03 8.111374504358428994e-02 1.139936901958940041e-01 6.152517567457869291e-02 8.020111713146674259e-02 5.649751797318458557e-02 5.649906769394874573e-02
3.529000000000000000e+03 7.876978663830608296e-02 7.879016878929193113e-02 6.082693933669384295e-02 7.916968154926493084e-02 5.536330863833427429e-02 5.465100333094596863e-02
4.256000000000000000e+03 8.779143098427187597e-02 1.628039729154856230e-01 8.101208721842668992e-02 8.779143066451740307e-02 8.379202336072921753e-02 6.742085516452789307e-02
3.530000000000000000e+03 7.400857030783734858e-02 1.509660199159413851e-01 6.843727439435880189e-02 7.701201030169289863e-02 6.600479036569595337e-02 6.475953757762908936e-02
3.143000000000000000e+03 4.296106780230529026e-02 5.349480225619991647e-02 5.095593270304003136e-02 4.372463494536144024e-02 4.297029227018356323e-02 4.289751127362251282e-02
2.397000000000000000e+03 7.608542748910272768e-02 7.651238561407772143e-02 8.252790344693156088e-02 6.966980227480336352e-02 7.607707381248474121e-02 7.592601329088211060e-02
4.257000000000000000e+03 9.049763837389575294e-02 1.238937135933734224e-01 5.025380249420690476e-02 9.266148336811523556e-02 8.250516653060913086e-02 8.237965404987335205e-02
3.864000000000000000e+03 1.103993303119908814e-01 1.440852851928939027e-01 1.154304258753839074e-01 1.128800245408430186e-01 9.958187490701675415e-02 9.960535168647766113e-02
3.533000000000000000e+03 5.672936347278451780e-02 5.606814378847208014e-02 5.758758199326833443e-02 5.637763365433914181e-02 5.326411500573158264e-02 5.403093993663787842e-02
2.766000000000000000e+03 5.187578608995197654e-02 5.192734754460432561e-02 7.349587217598800570e-02 5.109212778060927967e-02 5.186593905091285706e-02 5.176997929811477661e-02
3.866000000000000000e+03 7.679365701879520278e-02 7.658152617343669255e-02 5.766627833189823249e-02 7.679365584603280170e-02 7.894097268581390381e-02 6.905925273895263672e-02
3.535000000000000000e+03 5.785310578074668447e-02 7.531640717788909423e-02 6.878892313889911625e-02 5.917511128648539342e-02 5.881793051958084106e-02 5.404642596840858459e-02
3.540000000000000000e+03 1.314270479233090039e-01 1.004554180796590618e-01 1.126933508491604757e-01 1.314270471659649275e-01 4.103936254978179932e-02 9.244123101234436035e-02
4.258000000000000000e+03 8.989719587145525437e-02 1.068847373036558024e-01 1.418940278400135091e-01 8.546329056005536051e-02 9.003649652004241943e-02 8.883621543645858765e-02
2.767000000000000000e+03 9.421778959753472626e-02 8.947757728298870450e-02 1.027926938041990867e-01 9.931815761245176011e-02 9.426473826169967651e-02 9.160014241933822632e-02
3.541000000000000000e+03 6.357730602375406825e-02 9.567002364647742008e-02 7.806245323837414374e-02 6.357730633177120783e-02 6.371854245662689209e-02 6.151119992136955261e-02
2.399000000000000000e+03 5.595925216639617561e-02 6.658869994531876890e-02 8.844786531497343673e-02 5.653892905529219609e-02 4.802285134792327881e-02 4.793640971183776855e-02
4.259000000000000000e+03 4.958011255016375740e-02 9.112084678044214681e-02 5.194758800579957897e-02 4.958011266222248775e-02 4.962680116295814514e-02 4.849121347069740295e-02
2.400000000000000000e+03 1.018097767263892867e-01 1.328871946148096894e-01 1.255099268751080632e-01 1.018097767656109681e-01 9.592542052268981934e-02 8.624427020549774170e-02
3.542000000000000000e+03 7.306543368289608598e-02 7.281055585520937457e-02 6.947357118694807987e-02 7.306543366658879712e-02 7.295802235603332520e-02 7.246656715869903564e-02
2.768000000000000000e+03 4.512832588550625551e-02 4.279371563845051074e-02 4.872902043409786665e-02 4.336665467171278016e-02 3.841780498623847961e-02 3.848216310143470764e-02
3.543000000000000000e+03 1.437604614262780467e-01 1.165605734473639798e-01 8.946668671204745238e-02 1.405617055937411763e-01 1.134784072637557983e-01 1.081317514181137085e-01
4.260000000000000000e+03 8.002021431138900409e-02 7.615226284720612304e-02 9.353898732101553759e-02 7.775484795614127920e-02 7.928553968667984009e-02 7.865896821022033691e-02
3.144000000000000000e+03 4.268512169327415978e-02 4.319595296884562452e-02 5.820867861778295654e-02 4.227327488882842710e-02 4.271915555000305176e-02 4.241342470049858093e-02
2.405000000000000000e+03 1.046585843266085863e-01 1.024767820107828353e-01 9.670062085865079038e-02 1.046585840478619078e-01 9.872020781040191650e-02 9.269773960113525391e-02
2.769000000000000000e+03 1.553934072651589338e-01 1.750552405902139341e-01 1.162017530394658243e-01 1.553934069874687851e-01 1.066903322935104370e-01 1.247665286064147949e-01
2.407000000000000000e+03 6.680315695194326275e-02 7.522731303382887424e-02 6.355082758292818212e-02 6.680315774434207599e-02 6.011344119906425476e-02 5.459383502602577209e-02
4.261000000000000000e+03 1.015753857798407378e-01 1.028565411058031259e-01 9.676657688785933464e-02 1.006855568279650809e-01 9.627236425876617432e-02 9.879453480243682861e-02
3.544000000000000000e+03 8.253996617313047457e-02 8.192214351250425020e-02 5.931280231898364286e-02 8.253996695931858918e-02 6.323342770338058472e-02 8.228296041488647461e-02
2.771000000000000000e+03 4.874665398908170633e-02 9.079934479562087879e-02 5.258762138361152555e-02 4.874665408761741370e-02 4.930395260453224182e-02 4.401999339461326599e-02
3.145000000000000000e+03 8.691758957310075084e-02 1.634487864514365951e-01 7.538172279519793351e-02 9.127968595177037014e-02 7.057020068168640137e-02 7.048191130161285400e-02
3.546000000000000000e+03 1.068872669140469994e-01 1.265956705273446892e-01 1.265466020094642707e-01 1.068872668892516947e-01 1.101151332259178162e-01 9.952574968338012695e-02
2.409000000000000000e+03 7.188098926315339421e-02 2.841389327499052597e-01 1.104488011196260860e-01 7.188098926943470302e-02 7.155755907297134399e-02 6.565793603658676147e-02
3.146000000000000000e+03 1.483899880834977369e-01 1.144523223499123860e-01 1.635629645161088830e-01 1.483899880104224134e-01 1.397541463375091553e-01 1.449105292558670044e-01
2.773000000000000000e+03 8.504972807615668318e-02 8.475140968491259863e-02 7.325134349179239501e-02 8.645464967232395492e-02 8.227191865444183350e-02 8.222828060388565063e-02
3.150000000000000000e+03 5.522870269466324811e-02 6.595911719181271615e-02 6.592089949927511239e-02 5.636372831857627830e-02 5.054742470383644104e-02 4.986707866191864014e-02
3.549000000000000000e+03 9.376813488926058482e-02 1.175708449269648459e-01 1.066625654500919923e-01 1.024105714213158491e-01 9.382316470146179199e-02 9.203708171844482422e-02
4.262000000000000000e+03 7.050166621950107460e-02 7.928723061913861558e-02 6.622157029774874970e-02 7.337810949813532158e-02 6.402104347944259644e-02 6.353484094142913818e-02
3.551000000000000000e+03 8.365161184170705200e-02 8.399133421450552528e-02 1.063648556763388819e-01 8.365161194945790191e-02 8.300004899501800537e-02 7.868361473083496094e-02
4.263000000000000000e+03 1.013889791173301913e-01 1.123708593125479493e-01 8.035963455772314468e-02 1.013889797128762482e-01 7.758957147598266602e-02 7.169669866561889648e-02
3.152000000000000000e+03 5.570668481649616866e-02 5.618337230483224504e-02 5.336137573967910525e-02 5.669202049078603256e-02 4.846331477165222168e-02 4.846226796507835388e-02
3.153000000000000000e+03 5.909450512399345989e-02 1.863131121135878920e-01 5.190880271403736784e-02 6.258443451163089866e-02 5.023188143968582153e-02 4.990372434258460999e-02
3.867000000000000000e+03 6.828532057092151497e-02 7.149850719061250082e-02 7.822112726108118586e-02 6.812970855628378009e-02 6.830537319183349609e-02 6.824744492769241333e-02
2.410000000000000000e+03 7.139013759709164630e-02 7.211853435888679331e-02 7.747953456245650072e-02 7.298401731423809213e-02 5.708571523427963257e-02 5.708682164549827576e-02
3.552000000000000000e+03 7.822852501490257238e-02 8.857701845665295892e-02 5.664558086715069246e-02 8.218879185092121953e-02 5.450285226106643677e-02 5.450047925114631653e-02
2.777000000000000000e+03 6.681679426304916458e-02 6.863345392392503075e-02 4.796618505273256977e-02 6.659009447348457345e-02 4.778206348419189453e-02 4.773955792188644409e-02
2.412000000000000000e+03 8.221153374931704227e-02 1.017113279614887122e-01 7.348878005866678331e-02 8.127542038516347156e-02 6.707253307104110718e-02 6.609712541103363037e-02
4.265000000000000000e+03 6.164651856263897445e-02 7.199247835068965651e-02 4.956528563982704610e-02 6.430560161614085057e-02 5.326938256621360779e-02 5.324572324752807617e-02
2.779000000000000000e+03 6.646861465170514349e-02 5.752291264845114938e-02 6.260141941213262506e-02 6.646861455604811952e-02 6.623809784650802612e-02 6.251052767038345337e-02
3.553000000000000000e+03 5.635013557850357402e-02 7.054428229227358016e-02 4.319536952277568120e-02 5.767313812860573596e-02 4.307552054524421692e-02 4.304554685950279236e-02
2.413000000000000000e+03 5.113559323544712709e-02 4.965177864651545980e-02 8.396108254448335362e-02 5.025573095156216086e-02 5.112936347723007202e-02 5.054413899779319763e-02
4.266000000000000000e+03 6.997037419695339988e-02 8.251092698551781845e-02 7.638210721108877610e-02 7.099890455483133522e-02 6.979428231716156006e-02 6.839539855718612671e-02
3.155000000000000000e+03 4.063278893736381459e-02 5.350454857770645112e-02 5.195577983135767075e-02 4.242824180153326186e-02 3.924130275845527649e-02 3.924174979329109192e-02
2.417000000000000000e+03 7.646953347092201592e-02 1.088971625355225625e-01 7.077787047231889894e-02 8.003001365777979992e-02 7.254502922296524048e-02 7.105007767677307129e-02
3.873000000000000000e+03 6.264169967664162675e-02 6.628273923367458687e-02 7.149423627678520854e-02 6.187434191522090537e-02 6.264365464448928833e-02 6.259346753358840942e-02
4.268000000000000000e+03 5.864674689632135007e-02 6.100025096843254835e-02 5.097618442744835526e-02 5.474434302409713488e-02 4.681489244103431702e-02 4.782641306519508362e-02
3.157000000000000000e+03 1.272522540186144524e-01 1.305355509112881007e-01 1.045946573965087778e-01 1.272522545344541289e-01 1.173100322484970093e-01 1.167821958661079407e-01
2.780000000000000000e+03 1.343646893232577633e-01 1.343109683201762772e-01 1.033148198397160489e-01 1.346803084548964247e-01 1.344778388738632202e-01 1.329069435596466064e-01
4.269000000000000000e+03 1.735497581713074666e-01 2.227227106287700265e-01 1.876514786418571890e-01 1.735497585073531579e-01 1.211570650339126587e-01 1.450877934694290161e-01
2.782000000000000000e+03 7.873954624220272369e-02 6.909001486083944654e-02 1.439402054400004682e-01 7.873954691845690135e-02 6.838600337505340576e-02 6.158331036567687988e-02
3.555000000000000000e+03 8.248820011589280687e-02 8.128288097858665795e-02 8.505384220248443650e-02 8.390227739567647502e-02 8.437602967023849487e-02 8.240613341331481934e-02
2.418000000000000000e+03 3.363288647665117065e-02 3.400397020344445020e-02 5.892566021953601907e-02 3.279924946670161739e-02 3.289560973644256592e-02 3.288957849144935608e-02
4.271000000000000000e+03 6.343901857143957601e-02 7.766643212360711812e-02 5.695267205053047149e-02 6.343901825953286722e-02 4.799243435263633728e-02 5.996752902865409851e-02
3.874000000000000000e+03 5.190635554496780824e-02 6.111856986095649119e-02 5.076560814608682692e-02 5.186460107322157786e-02 4.922150447964668274e-02 4.928896576166152954e-02
2.783000000000000000e+03 6.796679818728211531e-02 6.815735668659271551e-02 6.408207526707493384e-02 7.018743563279221387e-02 5.795963108539581299e-02 5.797751247882843018e-02
3.160000000000000000e+03 1.870075374416138581e-01 1.443768772980535131e-01 9.124183558004918260e-02 1.842484449898375842e-01 1.876572370529174805e-01 1.850964277982711792e-01
3.556000000000000000e+03 9.369444696010768847e-02 9.799042229874857513e-02 7.861352432706728011e-02 9.442267694901246289e-02 8.602696657180786133e-02 8.593130856752395630e-02
2.784000000000000000e+03 9.186667133441707433e-02 1.550954189129604421e-01 5.474302314098544037e-02 9.186666977583725358e-02 6.911799311637878418e-02 4.855794832110404968e-02
3.557000000000000000e+03 1.066503276939490819e-01 1.012052131352519785e-01 8.266484016233739684e-02 1.045720465125711263e-01 9.488219022750854492e-02 9.443410485982894897e-02
2.420000000000000000e+03 5.029685789750665270e-02 5.409175492852310446e-02 6.345648068705711520e-02 5.153660324185688896e-02 4.781137779355049133e-02 4.781896620988845825e-02
3.162000000000000000e+03 6.753881688916668624e-02 7.083269432093938778e-02 9.569702874081323363e-02 6.653681851964667049e-02 6.754039227962493896e-02 6.733594089746475220e-02
2.786000000000000000e+03 6.252948636746541444e-02 5.833345926091750705e-02 6.370555035684370704e-02 6.067804796588108229e-02 6.057382747530937195e-02 6.057028472423553467e-02
2.421000000000000000e+03 1.025391315734519165e-01 1.178197854873456879e-01 9.614932889951248451e-02 1.014642518674677002e-01 1.165915057063102722e-01 1.019984036684036255e-01
4.275000000000000000e+03 3.014096703666016216e-02 3.179412417325860885e-02 8.874977129367221662e-02 3.016061371973044816e-02 2.924615517258644104e-02 2.924635633826255798e-02
3.879000000000000000e+03 1.005543605245733663e-01 1.110423963612232057e-01 6.155350139120916581e-02 1.008279541048445888e-01 1.007370054721832275e-01 1.004950851202011108e-01
4.277000000000000000e+03 1.181269142815854212e-01 6.778797694546487285e-02 5.977850419631423190e-02 1.181269145856839176e-01 6.820475310087203979e-02 7.651668041944503784e-02
2.789000000000000000e+03 9.658820635558917900e-02 8.207961051592425894e-02 6.455644579726135812e-02 9.547744415044998045e-02 6.635807454586029053e-02 6.243689358234405518e-02
3.164000000000000000e+03 5.518308152853352438e-02 4.985555985082879699e-02 6.541302620229645648e-02 5.349535265329197209e-02 5.255969613790512085e-02 5.087949335575103760e-02
4.279000000000000000e+03 9.361507290338261233e-02 1.241454747283805699e-01 8.651525661018504010e-02 9.361507315819968256e-02 8.453555405139923096e-02 9.159782528877258301e-02
2.422000000000000000e+03 9.683851303860319115e-02 1.101568171189743622e-01 7.096013400139257465e-02 9.184553585724063163e-02 7.883705198764801025e-02 9.568956494331359863e-02
2.423000000000000000e+03 1.531898210870564214e-01 2.038877189217619679e-01 1.377556675451541979e-01 1.531898231904661734e-01 9.824281930923461914e-02 1.008752137422561646e-01
2.792000000000000000e+03 1.127092984666895614e-01 1.308391091092079295e-01 8.312673042735933826e-02 1.125463144068896970e-01 7.746893912553787231e-02 7.639849185943603516e-02
3.881000000000000000e+03 5.405135843246430816e-02 5.824668299160388335e-02 6.148911934666120155e-02 5.412665023779489326e-02 5.188918486237525940e-02 5.186432972550392151e-02
2.796000000000000000e+03 1.062551840131285147e-01 1.046716978963092570e-01 1.076047135592826526e-01 1.058246537943111631e-01 9.604025632143020630e-02 9.806687384843826294e-02
3.166000000000000000e+03 7.483107335981295516e-02 8.856410446015057503e-02 6.947811759158351030e-02 8.117184550245959418e-02 7.416997104883193970e-02 7.413411885499954224e-02
3.883000000000000000e+03 8.001557781821436177e-02 1.080696477688643936e-01 7.217691055652571130e-02 8.313308137092402517e-02 7.104217261075973511e-02 7.039159536361694336e-02
3.884000000000000000e+03 6.085836005803158671e-02 1.314622754967040008e-01 7.147430680207049469e-02 6.481424328933553525e-02 5.590659752488136292e-02 5.584896355867385864e-02
3.168000000000000000e+03 1.360689161138345926e-01 1.728508288307668006e-01 1.227702156453567978e-01 1.400655173300004996e-01 1.230066046118736267e-01 1.230231001973152161e-01
2.797000000000000000e+03 1.063513002658969392e-01 9.285203097897989921e-02 6.147891415881472782e-02 9.582120227668253221e-02 6.181111186742782593e-02 6.179425120353698730e-02
4.280000000000000000e+03 3.217896421402263035e-02 2.973778709537038684e-02 6.332044490602595221e-02 3.224068555165873762e-02 3.204553946852684021e-02 3.203410282731056213e-02
3.169000000000000000e+03 8.621174022973202011e-02 9.213483392937124594e-02 1.031058930067693807e-01 8.621174028341647977e-02 8.514235168695449829e-02 8.103401213884353638e-02
3.885000000000000000e+03 1.247894612476370818e-01 1.111401684798376255e-01 1.234870457698561824e-01 1.247894612079721854e-01 1.163800358772277832e-01 1.090205460786819458e-01
2.802000000000000000e+03 1.021372221868874358e-01 1.140199092974009260e-01 9.137951307914118915e-02 1.003719749406328243e-01 9.124407172203063965e-02 9.766094386577606201e-02
4.281000000000000000e+03 7.557508452334663063e-02 6.470887635096084223e-02 1.015753476126787930e-01 7.704863676878595524e-02 5.338254198431968689e-02 7.215245068073272705e-02
3.886000000000000000e+03 1.051620280820155101e-01 1.081884068322721965e-01 6.951522968777258671e-02 1.024738342225207655e-01 6.651916354894638062e-02 7.833486795425415039e-02
3.171000000000000000e+03 4.827613172999807578e-02 4.872823632341820310e-02 7.583824200282703043e-02 4.871290831206862709e-02 4.797102510929107666e-02 4.755930975079536438e-02
3.172000000000000000e+03 1.016829127220174461e-01 1.874278232409352651e-01 9.486346694531604118e-02 1.016829119805639503e-01 6.606600433588027954e-02 8.793928474187850952e-02
2.804000000000000000e+03 6.612689738885625668e-02 1.004797461780807533e-01 7.391628664407012828e-02 7.584540812915281649e-02 6.183300912380218506e-02 6.178501620888710022e-02
