date,result ranking,general classification,race name,distance,PCS point,UCI point,year
27.05 » 01.06,,,Vuelta Ciclista a Navarra (2.5) ,,,,2003
,25,,Points classification ,,,,2003
,60,,General classification ,,,,2003
01.06,49,,Stage 6 - Lekunberri › Pamplona ,136,,,2003
31.05,72,76,Stage 5a - Alsasua › Lekunberri ,81,,,2003
31.05,18,74,Stage 5b (ITT) - Man.Betelli › Alto de Azpiroz ,9.6,,,2003
30.05,95,77,Stage 4 - Alsasua › Alsasua ,150,,,2003
29.05,70,74,Stage 3 - Tudela › Tafalla ,153,,,2003
28.05,3,90,Stage 2 - Ind. Lisarte › Tudela ,169,1,,2003
27.05 » 01.06,,,Vuelta Ciclista a Navarra (2.5) ,,,,2003
,25.0,,Points classification ,,,,2003
,60.0,,General classification ,,,,2003
01.06,49.0,,Stage 6 - Lekunberri › Pamplona ,136.0,,,2003
31.05,72.0,76,Stage 5a - Alsasua › Lekunberri ,81.0,,,2003
31.05,18.0,74,Stage 5b (ITT) - Man.Betelli › Alto de Azpiroz ,9.6,,,2003
30.05,95.0,77,Stage 4 - Alsasua › Alsasua ,150.0,,,2003
29.05,70.0,74,Stage 3 - Tudela › Tafalla ,153.0,,,2003
28.05,3.0,90,Stage 2 - Ind. Lisarte › Tudela ,169.0,1,,2003
30.05 » 04.06,,,Vuelta Ciclista a Navarra (2.2) ,,,,2000
,31.0,,General classification ,,,,2000
